cc,system_type,ucs,uc_count,ge_pattern,status,total_terms,total_units,over_2_years,units_term_1,units_term_2,units_term_3,units_term_4,units_term_5,units_term_6,error
de_anza,quarter,UCB+UCD+UCI+UCM+UCSB+UCSC,6,7CoursePattern,success,6,86.0,False,15.5,15.5,15.5,15.5,16,8,
de_anza,quarter,UCB+UCD+UCM+UCR+UCSB+UCSC,6,7CoursePattern,success,6,81.5,False,15.5,15.5,15.5,16,16,3,
de_anza,quarter,UCB+UCD+UCI+UCLA+UCR+UCSB+UCSD,7,7CoursePattern,success,6,90.5,False,15.5,15.5,15.5,15.5,16,12.5,
de_anza,quarter,UCD+UCI+UCLA+UCR+UCSB+UCSC+UCSD,7,7CoursePattern,success,6,90.5,False,15.5,15.5,15.5,15.5,16,12.5,
de_anza,quarter,UCD+UCI+UCLA+UCM+UCR+UCSB+UCSD,7,7CoursePattern,success,6,90.5,False,15.5,15.5,15.5,15.5,16,12.5,
de_anza,quarter,UCB+UCI+UCLA+UCR+UCSB+UCSC+UCSD,7,7CoursePattern,success,6,90.5,False,15.5,15.5,15.5,15.5,16,12.5,
de_anza,quarter,UCB+UCI+UCLA+UCM+UCR+UCSB+UCSD,7,7CoursePattern,success,6,90.5,False,15.5,15.5,15.5,15.5,16,12.5,
de_anza,quarter,UCI+UCLA+UCM+UCR+UCSB+UCSC+UCSD,7,7CoursePattern,success,6,90.5,False,15.5,15.5,15.5,15.5,16,12.5,
de_anza,quarter,UCB+UCD+UCI+UCLA+UCR+UCSC+UCSD,7,7CoursePattern,success,6,90.5,False,15.5,15.5,15.5,15.5,16,12.5,
de_anza,quarter,UCB+UCD+UCI+UCLA+UCM+UCR+UCSD,7,7CoursePattern,success,6,90.5,False,15.5,15.5,15.5,15.5,16,12.5,
de_anza,quarter,UCD+UCI+UCLA+UCM+UCR+UCSC+UCSD,7,7CoursePattern,success,6,90.5,False,15.5,15.5,15.5,15.5,16,12.5,
de_anza,quarter,UCB+UCI+UCLA+UCM+UCR+UCSC+UCSD,7,7CoursePattern,success,6,90.5,False,15.5,15.5,15.5,15.5,16,12.5,
de_anza,quarter,UCB+UCD+UCI+UCLA+UCSB+UCSC+UCSD,7,7CoursePattern,success,6,90.5,False,15.5,15.5,15.5,15.5,16,12.5,
de_anza,quarter,UCB+UCD+UCI+UCLA+UCM+UCSB+UCSD,7,7CoursePattern,success,6,90.5,False,15.5,15.5,15.5,15.5,16,12.5,
de_anza,quarter,UCD+UCI+UCLA+UCM+UCSB+UCSC+UCSD,7,7CoursePattern,success,6,90.5,False,15.5,15.5,15.5,15.5,16,12.5,
de_anza,quarter,UCB+UCI+UCLA+UCM+UCSB+UCSC+UCSD,7,7CoursePattern,success,6,90.5,False,15.5,15.5,15.5,15.5,16,12.5,
de_anza,quarter,UCB+UCD+UCI+UCLA+UCM+UCSC+UCSD,7,7CoursePattern,success,6,90.5,False,15.5,15.5,15.5,15.5,16,12.5,
de_anza,quarter,UCB+UCD+UCLA+UCR+UCSB+UCSC+UCSD,7,7CoursePattern,success,6,86.0,False,15.5,15.5,15.5,15.5,16,8,
de_anza,quarter,UCB+UCD+UCLA+UCM+UCR+UCSB+UCSD,7,7CoursePattern,success,6,86.0,False,15.5,15.5,15.5,15.5,16,8,
de_anza,quarter,UCD+UCLA+UCM+UCR+UCSB+UCSC+UCSD,7,7CoursePattern,success,6,86.0,False,15.5,15.5,15.5,15.5,16,8,
de_anza,quarter,UCB+UCLA+UCM+UCR+UCSB+UCSC+UCSD,7,7CoursePattern,success,6,86.0,False,15.5,15.5,15.5,15.5,16,8,
de_anza,quarter,UCB+UCD+UCLA+UCM+UCR+UCSC+UCSD,7,7CoursePattern,success,6,86.0,False,15.5,15.5,15.5,15.5,16,8,
de_anza,quarter,UCB+UCD+UCLA+UCM+UCSB+UCSC+UCSD,7,7CoursePattern,success,6,86.0,False,15.5,15.5,15.5,15.5,16,8,
de_anza,quarter,UCB+UCD+UCI+UCR+UCSB+UCSC+UCSD,7,7CoursePattern,success,6,90.5,False,15.5,15.5,15.5,15.5,16,12.5,
de_anza,quarter,UCB+UCD+UCI+UCM+UCR+UCSB+UCSD,7,7CoursePattern,success,6,90.5,False,15.5,15.5,15.5,15.5,16,12.5,
de_anza,quarter,UCD+UCI+UCM+UCR+UCSB+UCSC+UCSD,7,7CoursePattern,success,6,90.5,False,15.5,15.5,15.5,15.5,16,12.5,
de_anza,quarter,UCB+UCI+UCM+UCR+UCSB+UCSC+UCSD,7,7CoursePattern,success,6,90.5,False,15.5,15.5,15.5,15.5,16,12.5,
de_anza,quarter,UCB+UCD+UCI+UCM+UCR+UCSC+UCSD,7,7CoursePattern,success,6,85.5,False,15.5,15.5,15.5,15.5,16,7.5,
de_anza,quarter,UCB+UCD+UCI+UCM+UCSB+UCSC+UCSD,7,7CoursePattern,success,6,90.5,False,15.5,15.5,15.5,15.5,16,12.5,
de_anza,quarter,UCB+UCD+UCM+UCR+UCSB+UCSC+UCSD,7,7CoursePattern,success,6,86.0,False,15.5,15.5,15.5,15.5,16,8,
de_anza,quarter,UCB+UCD+UCI+UCLA+UCR+UCSB+UCSC,7,7CoursePattern,success,6,86.0,False,15.5,15.5,15.5,15.5,16,8,
de_anza,quarter,UCB+UCD+UCI+UCLA+UCM+UCR+UCSB,7,7CoursePattern,success,6,86.0,False,15.5,15.5,15.5,15.5,16,8,
de_anza,quarter,UCD+UCI+UCLA+UCM+UCR+UCSB+UCSC,7,7CoursePattern,success,6,86.0,False,15.5,15.5,15.5,15.5,16,8,
de_anza,quarter,UCB+UCI+UCLA+UCM+UCR+UCSB+UCSC,7,7CoursePattern,success,6,86.0,False,15.5,15.5,15.5,15.5,16,8,
de_anza,quarter,UCB+UCD+UCI+UCLA+UCM+UCR+UCSC,7,7CoursePattern,success,6,86.0,False,15.5,15.5,15.5,16,16,7.5,
de_anza,quarter,UCB+UCD+UCI+UCLA+UCM+UCSB+UCSC,7,7CoursePattern,success,6,86.0,False,15.5,15.5,15.5,15.5,16,8,
de_anza,quarter,UCB+UCD+UCLA+UCM+UCR+UCSB+UCSC,7,7CoursePattern,success,6,81.5,False,15.5,15.5,15.5,16,16,3,
de_anza,quarter,UCB+UCD+UCI+UCM+UCR+UCSB+UCSC,7,7CoursePattern,success,6,86.0,False,15.5,15.5,15.5,15.5,16,8,
de_anza,quarter,UCB+UCD+UCI+UCLA+UCR+UCSB+UCSC+UCSD,8,7CoursePattern,success,6,90.5,False,15.5,15.5,15.5,15.5,16,12.5,
de_anza,quarter,UCB+UCD+UCI+UCLA+UCM+UCR+UCSB+UCSD,8,7CoursePattern,success,6,90.5,False,15.5,15.5,15.5,15.5,16,12.5,
de_anza,quarter,UCD+UCI+UCLA+UCM+UCR+UCSB+UCSC+UCSD,8,7CoursePattern,success,6,90.5,False,15.5,15.5,15.5,15.5,16,12.5,
de_anza,quarter,UCB+UCI+UCLA+UCM+UCR+UCSB+UCSC+UCSD,8,7CoursePattern,success,6,90.5,False,15.5,15.5,15.5,15.5,16,12.5,
de_anza,quarter,UCB+UCD+UCI+UCLA+UCM+UCR+UCSC+UCSD,8,7CoursePattern,success,6,90.5,False,15.5,15.5,15.5,15.5,16,12.5,
de_anza,quarter,UCB+UCD+UCI+UCLA+UCM+UCSB+UCSC+UCSD,8,7CoursePattern,success,6,90.5,False,15.5,15.5,15.5,15.5,16,12.5,
de_anza,quarter,UCB+UCD+UCLA+UCM+UCR+UCSB+UCSC+UCSD,8,7CoursePattern,success,6,86.0,False,15.5,15.5,15.5,15.5,16,8,
de_anza,quarter,UCB+UCD+UCI+UCM+UCR+UCSB+UCSC+UCSD,8,7CoursePattern,success,6,90.5,False,15.5,15.5,15.5,15.5,16,12.5,
de_anza,quarter,UCB+UCD+UCI+UCLA+UCM+UCR+UCSB+UCSC,8,7CoursePattern,success,6,86.0,False,15.5,15.5,15.5,15.5,16,8,
de_anza,quarter,UCB+UCD+UCI+UCLA+UCM+UCR+UCSB+UCSC+UCSD,9,7CoursePattern,success,6,90.5,False,15.5,15.5,15.5,15.5,16,12.5,
