Community College,UCSD Articulated,UCSD Unarticulated,UCSB Articulated,UCSB Unarticulated,UCSC Articulated,UCSC Unarticulated,UCLA Articulated,UCLA Unarticulated,UCB Articulated,UCB Unarticulated,UCI Articulated,UCI Unarticulated,UCD Articulated,UCD Unarticulated,UCR Articulated,UCR Unarticulated,UCM Articulated,UCM Unarticulated
Allan_Hancock_Joint_Community_College_District.csv,2.0,1.0,0.88,2.0,1.88,0.0,1.38,4.0,0.88,0.0,0.75,3.0,2.12,3.0,1.62,0.0,1.5,0.0
Antelope_Valley_Community_College_District.csv,5.38,0.0,1.88,1.0,2.12,0.0,3.12,2.0,1.5,0.0,3.0,0.0,4.12,0.0,0.0,2.0,1.88,0.0
Barstow_Community_College_District.csv,3.0,0.0,2.5,1.0,0.75,2.0,0.5,7.0,1.75,0.0,1.25,0.0,1.0,5.0,1.25,0.0,2.25,0.0
Butte-Glenn_Community_College_District.csv,0.88,3.0,3.12,0.0,1.25,1.0,1.88,4.0,1.5,0.0,0.0,4.0,3.0,2.0,1.25,0.0,1.88,0.0
Cabrillo_Community_College_District.csv,3.0,0.0,2.88,0.0,2.25,0.0,3.75,2.0,1.5,0.0,2.62,0.0,4.25,0.0,1.5,0.0,2.0,0.0
Cerritos_Community_College_District.csv,2.75,0.0,2.38,0.0,1.75,0.0,1.75,3.0,0.88,0.0,1.62,0.0,3.75,0.0,1.12,0.0,1.25,0.0
Chabot-Las_Positas_Community_College_District.csv,2.75,0.0,2.62,0.0,1.62,0.0,4.25,1.0,1.5,0.0,3.5,0.0,7.0,0.0,1.5,0.0,1.75,0.0
Chaffey_Community_College_District.csv,0.88,3.0,3.0,0.0,0.0,3.0,5.25,1.0,1.5,0.0,1.25,1.0,2.88,2.0,0.75,1.0,2.0,0.0
Citrus_Community_College_District.csv,0.88,3.0,2.38,1.0,1.38,1.0,4.38,1.0,1.5,0.0,0.0,4.0,3.25,2.0,1.5,0.0,2.25,0.0
Coast_Community_College_District.csv,2.5,0.0,2.12,0.0,1.75,0.0,4.12,1.0,0.88,0.0,4.0,0.0,7.25,0.0,1.12,0.0,1.25,0.0
Compton_Community_College_District.csv,2.88,0.0,1.38,1.0,0.38,2.0,1.25,4.0,0.88,0.0,2.0,0.0,1.25,4.0,0.0,2.0,1.5,0.0
Contra_Costa_Community_College_District.csv,3.25,0.0,3.0,0.0,2.12,0.0,4.62,1.0,1.5,0.0,2.5,0.0,6.5,0.0,1.75,0.0,2.25,0.0
Copper_Mountain_Community_College_District.csv,1.38,2.0,2.62,0.0,1.38,1.0,1.5,5.0,1.5,0.0,1.62,0.0,3.38,1.0,1.12,0.0,2.0,0.0
Desert_Community_College_District.csv,1.38,2.0,2.88,0.0,1.88,0.0,2.0,4.0,1.5,0.0,0.5,3.0,2.75,2.0,1.88,0.0,2.0,0.0
El_Camino_Community_College_District.csv,2.62,0.0,1.75,0.0,1.62,0.0,3.12,1.0,0.88,0.0,1.5,0.0,2.88,1.0,1.25,0.0,1.12,0.0
Feather_River_Community_College_District.csv,0.0,5.0,1.0,4.0,0.0,3.0,0.0,9.0,0.88,1.0,0.0,4.0,0.0,7.0,0.0,2.0,0.88,2.0
Foothill-De_Anza_Community_College_District.csv,3.25,0.0,4.25,0.0,2.12,0.0,4.88,1.0,1.75,0.0,4.0,0.0,4.88,0.0,2.25,0.0,2.38,0.0
Gavilan_Community_College_District.csv,1.5,2.0,3.0,0.0,2.88,0.0,2.88,3.0,1.5,0.0,0.88,3.0,5.12,1.0,1.5,0.0,2.0,0.0
Glendale_Community_College_District.csv,2.75,0.0,2.38,0.0,1.0,1.0,3.62,1.0,1.5,0.0,6.5,0.0,3.75,0.0,1.25,0.0,1.75,0.0
Grossmont-Cuyamaca_Community_College_District.csv,3.25,0.0,3.25,0.0,1.88,0.0,3.75,2.0,1.5,0.0,4.88,0.0,3.75,1.0,1.25,0.0,2.0,0.0
Hartnell_Community_College_District.csv,1.88,2.0,3.0,0.0,3.25,0.0,3.62,2.0,1.5,0.0,0.0,4.0,2.12,3.0,0.62,1.0,2.25,0.0
Imperial_Community_College_District.csv,3.5,0.0,1.88,2.0,0.62,2.0,2.12,4.0,1.5,0.0,0.62,3.0,2.5,3.0,0.88,1.0,2.38,0.0
Kern_Community_College_District.csv,0.88,3.0,2.88,1.0,1.38,1.0,4.75,2.0,1.5,0.0,0.88,3.0,5.25,2.0,1.5,0.0,2.0,0.0
Lake_Tahoe_Community_College_District.csv,2.25,1.0,1.0,3.0,0.88,2.0,2.0,5.0,2.0,0.0,3.12,1.0,0.75,5.0,2.5,0.0,2.5,0.0
Lassen_Community_College_District.csv,0.0,5.0,0.0,5.0,0.0,3.0,0.0,9.0,0.0,2.0,0.0,4.0,0.0,7.0,0.0,2.0,0.0,3.0
Long_Beach_Community_College_District.csv,1.38,2.0,2.62,0.0,1.25,1.0,3.12,2.0,0.88,0.0,3.75,0.0,3.38,1.0,1.0,0.0,1.38,0.0
Los_Angeles_Community_College_District.csv,2.25,0.0,2.62,0.0,1.62,0.0,3.62,1.0,1.5,0.0,1.5,0.0,5.75,0.0,1.25,0.0,1.88,0.0
Los_Rios_Community_College_District.csv,2.75,0.0,2.5,0.0,1.62,0.0,3.75,1.0,1.5,0.0,1.25,0.0,3.75,0.0,1.25,0.0,1.88,0.0
Marin_Community_College_District.csv,2.12,1.0,3.25,0.0,1.88,0.0,4.12,2.0,1.38,0.0,2.75,0.0,4.62,0.0,1.62,0.0,1.75,0.0
Mendocino-Lake_Community_College_District.csv,1.62,2.0,2.0,2.0,0.0,3.0,1.5,5.0,1.5,0.0,0.0,4.0,2.75,3.0,1.62,0.0,2.25,0.0
Merced_Community_College_District.csv,2.0,2.0,2.75,1.0,2.12,0.0,2.38,4.0,1.75,0.0,4.0,0.0,4.12,1.0,1.5,0.0,2.12,0.0
MiraCosta_Community_College_District.csv,2.88,0.0,4.0,0.0,2.0,0.0,4.88,1.0,1.5,0.0,4.38,0.0,4.25,0.0,1.38,0.0,2.0,0.0
Monterey_Peninsula_Community_College_District.csv,1.62,2.0,2.38,1.0,2.0,0.0,3.62,2.0,1.5,0.0,2.75,0.0,3.5,1.0,1.38,0.0,2.0,0.0
Mt._San_Antonio_Community_College_District.csv,3.38,0.0,4.88,0.0,1.5,1.0,4.25,2.0,1.5,0.0,1.38,3.0,4.38,2.0,1.88,0.0,2.12,0.0
Mt._San_Jacinto_Community_College_District.csv,2.62,0.0,2.38,0.0,1.5,0.0,3.62,1.0,1.62,0.0,1.62,0.0,3.62,0.0,1.25,0.0,1.25,0.0
Napa_Valley_Community_College_District.csv,0.88,3.0,2.62,1.0,0.62,2.0,3.75,2.0,1.5,0.0,0.0,4.0,2.12,3.0,0.62,1.0,2.12,0.0
North_Orange_County_Community_College_District.csv,3.0,0.0,2.25,0.0,2.75,0.0,4.0,1.0,1.12,0.0,4.75,0.0,6.5,0.0,2.0,0.0,1.38,0.0
Ohlone_Community_College_District.csv,2.75,0.0,2.38,0.0,1.62,0.0,3.62,1.0,1.5,0.0,1.25,3.0,3.75,0.0,1.25,0.0,1.88,0.0
Palo_Verde_Community_College_District.csv,1.0,6.0,0.0,7.0,0.0,5.0,0.0,11.0,0.0,4.0,0.0,6.0,0.0,9.0,0.0,5.0,0.0,5.0
Palomar_Community_College_District.csv,2.75,0.0,3.12,0.0,1.62,0.0,5.38,1.0,1.5,0.0,4.25,0.0,3.75,0.0,1.25,0.0,1.88,0.0
Pasadena_Area_Community_College_District.csv,3.12,0.0,4.38,0.0,3.38,0.0,6.62,1.0,3.25,0.0,9.75,0.0,5.0,0.0,1.75,0.0,2.0,0.0
Peralta_Community_College_District.csv,2.38,1.0,2.62,0.0,1.75,0.0,4.12,1.0,1.5,0.0,2.5,0.0,3.25,0.0,1.62,0.0,2.0,0.0
Rancho_Santiago_Community_College_District.csv,2.88,0.0,3.75,0.0,1.0,1.0,2.62,2.0,1.0,0.0,1.75,0.0,2.88,2.0,0.75,0.0,1.12,0.0
Redwoods_Community_College_District.csv,0.88,3.0,1.0,3.0,0.0,3.0,1.5,5.0,1.5,0.0,0.0,4.0,1.88,4.0,1.0,1.0,1.5,1.0
