cc,ucs,uc_count,ge_pattern,status,total_terms,total_units,over_2_years,major_courses_total,ge_courses_total,units_term_1,units_term_2,units_term_3,units_term_4,units_term_5,units_term_6,error
diablo_valley,UCD+UCI+UCLA+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCI+UCLA+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCI+UCLA+UCSC+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCI+UCLA+UCM+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCLA+UCR+UCSB+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCD+UCLA+UCR+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCLA+UCR+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCLA+UCR+UCSC+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCLA+UCM+UCR+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCD+UCLA+UCSB+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCLA+UCSB+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCLA+UCSB+UCSC+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCLA+UCM+UCSB+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCD+UCLA+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCD+UCLA+UCSC+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCD+UCLA+UCM+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCLA+UCSC+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCLA+UCM+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCLA+UCM+UCSC+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCI+UCR+UCSB+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCD+UCI+UCR+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
