UC Name,Group ID,Set ID,Num Required,Receiving,Courses Group 1,Courses Group 2,Courses Group 3
UCB,Calc1,A,1,MATH 1A,MAT 1A (4.00),,
UCB,Calc2,A,1,MATH 1B,MAT 1B (4.00),,
UCB,MultivariableCalc,A,1,MATH 53,MAT 1C (4.00),,
UCB,LinearAlgebraAndDifferentialEqations,A,1,MATH 54,MAT 2 (4.00); MAT 3 (3.00),,
UCD,DiscreteMath,A,1,ECS 020,CIS 7 (3.00),,
UCD,Intro1,A,1,ECS 036A,Not Articulated,,
UCD,Intro2,A,1,ECS 036B,CIS 17A (3.00),,
UCD,DataStructures,A,1,ECS 036C,Not Articulated,,
UCD,Organization,A,1,ECS 050,Not Articulated,,
UCD,Calc1,A,1,MAT 021A,MAT 1A (4.00),,
UCD,Calc2,A,1,MAT 021B,MAT 1B (4.00),,
UCD,Calc3,A,1,MAT 021C,MAT 1C (4.00),,
UCI,Intro,A,3,I&C SCI 31; I&C SCI 32; I&C SCI 33,CIS 17A (3.00); CIS 17B (3.00),CIS 18A (3.00); CIS 18B (3.00),CIS 30A (3.00); CIS 30E (3.00)
UCI,Intro,A,3,I&C SCI 31; I&C SCI 32; I&C SCI 33,CIS 17A (3.00); CIS 17B (3.00),CIS 18A (3.00); CIS 18B (3.00),CIS 30A (3.00); CIS 30E (3.00)
UCI,Intro,A,3,I&C SCI 31; I&C SCI 32; I&C SCI 33,CIS 17A (3.00); CIS 17B (3.00),CIS 18A (3.00); CIS 18B (3.00),CIS 30A (3.00); CIS 30E (3.00)
UCI,Calc1,A,1,MATH 2A,MAT 1A (4.00),MAT 1AH (4.00),
UCI,Calc2,A,1,MATH 2B,MAT 1B (4.00),,
UCLA,Intro,A,1,COM SCI 31,CIS 5 (4.00),,
UCLA,Calc1,A,1,MATH 31A,MAT 1A (4.00),,
UCLA,Calc2,A,1,MATH 31B,MAT 1B (4.00),,
UCLA,Calc3,A,1,MATH 32A,MAT 1C (4.00),,
UCLA,Calc4,A,1,MATH 32B,MAT 1C (4.00),,
UCLA,LinearAlgebra,A,1,MATH 33A,MAT 3 (3.00),,
UCLA,DifferentialEquations,A,1,MATH 33B,MAT 2 (4.00),,
UCM,DataStructures,A,1,CSE 030,CIS 17C (3.00),CIS 18C (3.00),
UCM,Calc1,A,1,MATH 021,MAT 1A (4.00),MAT 1AH (4.00),
UCM,Calc2,A,1,MATH 022,MAT 1B (4.00),,
UCM,VectorCalc,A,1,MATH 023,MAT 1C (4.00),,
UCM,LinearAlgebra,A,1,MATH 024,MAT 2 (4.00); MAT 3 (3.00),,
UCM,DataStructures,A,1,CSE 030,CIS 17C (3.00),CIS 18C (3.00),
UCR,Intro1,A,1,CS 10A,CIS 5 (4.00),CIS 17A (3.00),CIS 17B (3.00)
UCR,Intro2,A,1,CS 10B,CIS 17C (3.00),CIS 18A (3.00),CIS 18B (3.00)
UCR,Calc,A,3,MATH 9A; MATH 9B; MATH 9C,MAT 1A (4.00); MAT 1B (4.00),,
UCR,Calc,A,3,MATH 9A; MATH 9B; MATH 9C,MAT 1A (4.00); MAT 1B (4.00),,
UCR,Calc,A,3,MATH 9A; MATH 9B; MATH 9C,MAT 1A (4.00); MAT 1B (4.00),,
UCSD,Intro,A,1,CSE 8B,Not Articulated,,
UCSD,Intro,B,1,CSE 11,CIS 18B (3.00),,
UCSD,DataStructures,A,1,CSE 12,Not Articulated,,
UCSD,DiscreteMath,A,1,CSE 20,CIS 7 (3.00),,
UCSD,LinearAlgebra,A,1,MATH 18,MAT 3 (3.00),,
UCSD,Calc1,A,1,MATH 20A,MAT 1A (4.00),,
UCSD,Calc2,A,1,MATH 20B,MAT 1B (4.00),,
UCSD,Calc3,A,1,MATH 20C,MAT 1C (4.00),,
UCSB,Calc1,A,1,MATH 3A,MAT 1A (4.00),MAT 1AH (4.00),
UCSB,Calc2,A,1,MATH 3B,MAT 1B (4.00),,
UCSB,LinearAlgebra,A,1,MATH 4A,MAT 3 (3.00),,
UCSB,DifferentialEquations,A,1,MATH 4B,MAT 2 (4.00),,
UCSB,Intro,A,1,CMPSC 16,CIS 5 (4.00),,
UCSB,DataStructures,A,1,CMPSC 24,CIS 17C (3.00),,
UCSB,DiscreteMath,A,1,CMPSC 40,CIS 7 (3.00),,
UCSC,DataStructures,A,1,CSE 12,Not Articulated,,
UCSC,DiscreteMath,A,1,CSE 16,CIS 7 (3.00),,
UCSC,Intro,A,1,CSE 30,CIS 17A (3.00),CIS 17C (3.00),CIS 18C (3.00)
UCSC,Calc1,A,1,MATH 19A,MAT 1A (4.00),,
UCSC,Calc2,A,1,MATH 19B,MAT 1B (4.00),,
