severity,root_cause,recommended_action,uc,uc_full,cc,status,receiving,issue_type,message,expected,actual,url,view_by_key
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Mission College,fail,Requirement,missing_row,missing raw CSV row,"[['ENG 001B (3.00)'], ['ENGL C1001 (3.00)']]",,https://assist.org/transfer/results?year=76&institution=32&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F32%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/32/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Modesto Junior College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL 102 (3.00)'], ['ENGL C1001 (3.00)']]",,https://assist.org/transfer/results?year=76&institution=52&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F52%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/52/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Monterey Peninsula College,fail,Requirement,missing_row,missing raw CSV row,[['ENGL 1B (3.00)']],,https://assist.org/transfer/results?year=76&institution=133&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F133%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/133/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Moorpark College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL M01B (4.00)'], ['ENGL M01BH (4.00)'], ['ENGL C1001 (3.00)'], ['ENGL C1001H (3.00)']]",,https://assist.org/transfer/results?year=76&institution=139&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F139%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/139/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Moreno Valley College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL 1B (4.00)'], ['ENGL 1BH (4.00)']]",,https://assist.org/transfer/results?year=76&institution=149&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F149%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/149/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Mount San Antonio College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL C1001 (4.00)'], ['ENGL C1001H (4.00)']]",,https://assist.org/transfer/results?year=76&institution=62&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F62%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/62/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Mt. San Jacinto College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL C1001 (3.00)'], ['ENGL C1001H (3.00)']]",,https://assist.org/transfer/results?year=76&institution=53&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F53%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/53/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Napa Valley College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL 121 (3.00)'], ['ENGL C1001 (3.00)']]",,https://assist.org/transfer/results?year=76&institution=73&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F73%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/73/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Norco College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL 1B (4.00)'], ['ENGL 1BH (4.00)']]",,https://assist.org/transfer/results?year=76&institution=148&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F148%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/148/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Ohlone College,fail,Requirement,missing_row,missing raw CSV row,[['ENGL 101B (4.00)']],,https://assist.org/transfer/results?year=76&institution=48&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F48%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/48/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Orange Coast College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL A101 (4.00)'], ['ENGL A101H (4.00)'], ['ENGL A109 (4.00)'], ['ENGL C1001 (4.00)'], ['ENGL C1001H (4.00)']]",,https://assist.org/transfer/results?year=76&institution=74&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F74%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/74/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Oxnard College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL R102 (4.00)'], ['ENGL R102H (4.00)']]",,https://assist.org/transfer/results?year=76&institution=87&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F87%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/87/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Palo Verde College,fail,Requirement,missing_row,missing raw CSV row,"[['ENG 102 (3.00)', 'ENGL C1001 (3.00)']]",,https://assist.org/transfer/results?year=76&institution=63&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F63%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/63/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Palomar College,fail,Requirement,missing_row,missing raw CSV row,"[['ENG 203 (4.00)'], ['ENGL C1001 (4.00)']]",,https://assist.org/transfer/results?year=76&institution=56&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F56%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/56/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Pasadena City College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL 001B (4.00)'], ['ENGL 001BH (4.00)']]",,https://assist.org/transfer/results?year=76&institution=49&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F49%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/49/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Porterville College,fail,Requirement,missing_row,missing raw CSV row,"[['PHYS P102A (4.00)', 'PHYS P102B (4.00)'], ['PHYS P104B (4.00)']]",,https://assist.org/transfer/results?year=76&institution=125&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F125%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/125/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Reedley College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL 1B (3.00)'], ['ENGL 1BH (3.00)'], ['ENGL 2 (3.00)'], ['ENGL 2H (3.00)'], ['ENGL C1001 (3.00)'], ['ENGL C1001H (3.00)']]",,https://assist.org/transfer/results?year=76&institution=36&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F36%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/36/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Rio Hondo College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL C1001 (3.50)'], ['ENGL C1001H (3.50)']]",,https://assist.org/transfer/results?year=76&institution=64&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F64%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/64/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Riverside City College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL 1B (4.00)'], ['ENGL 1BH (4.00)']]",,https://assist.org/transfer/results?year=76&institution=78&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F78%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/78/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Sacramento City College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGWR 301 (3.00)'], ['ENGWR 303 (4.00)'], ['ENGL C1001 (3.00)'], ['ENGL C1001H (3.00)']]",,https://assist.org/transfer/results?year=76&institution=126&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F126%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/126/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Saddleback College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL C1001 (3.00)'], ['ENGL C1001H (3.00)']]",,https://assist.org/transfer/results?year=76&institution=65&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F65%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/65/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,San Bernardino Valley College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL C1001 (4.00)'], ['ENGL C1001H (4.00)']]",,https://assist.org/transfer/results?year=76&institution=131&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F131%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/131/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,San Diego City College,fail,Requirement,missing_row,missing raw CSV row,[['ENGL C1001 (3.00)']],,https://assist.org/transfer/results?year=76&institution=54&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F54%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/54/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,San Diego Mesa College,fail,Requirement,missing_row,missing raw CSV row,[['ENGL C1001 (3.00)']],,https://assist.org/transfer/results?year=76&institution=101&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F101%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/101/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,San Diego Miramar College,fail,Requirement,missing_row,missing raw CSV row,[['ENGL C1001 (3.00)']],,https://assist.org/transfer/results?year=76&institution=45&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F45%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/45/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,San Joaquin Delta College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL 1B (3.00)'], ['ENGL C1001 (3.00)']]",,https://assist.org/transfer/results?year=76&institution=109&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F109%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/109/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,San Jose City College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL 001B (3.00)'], ['ENGL C1001 (3.00)']]",,https://assist.org/transfer/results?year=76&institution=136&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F136%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/136/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Santa Ana College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL 102 (4.00)'], ['ENGL 102H (4.00)'], ['ENGL C1001 (4.00)'], ['ENGL C1001H (4.00)']]",,https://assist.org/transfer/results?year=76&institution=14&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F14%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/14/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Santa Barbara City College,fail,Requirement,missing_row,missing raw CSV row,"[['COMM 235 (3.00)'], ['ENG 111 (3.00)'], ['ENG 111H (3.00)'], ['ENGL C1001 (3.00)'], ['PHIL 111 (3.00)']]",,https://assist.org/transfer/results?year=76&institution=92&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F92%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/92/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Santa Monica College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL 31 (3.00)'], ['ENGL C1001 (3.00)']]",,https://assist.org/transfer/results?year=76&institution=137&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F137%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/137/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Santa Rosa Junior College,fail,Requirement,missing_row,missing raw CSV row,[['ENGL C1001 (3.00)']],,https://assist.org/transfer/results?year=76&institution=57&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F57%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/57/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Santiago Canyon College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL 102 (4.00)'], ['ENGL 102H (4.00)'], ['ENGL C1001 (4.00)'], ['ENGL C1001H (4.00)']]",,https://assist.org/transfer/results?year=76&institution=66&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F66%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/66/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
