research_severity,filtered_impact,in_course_reqs,in_filtered_results,root_cause,raw_severity,uc,uc_full,cc,receiving,issue_type,message,expected_raw,actual_raw,expected_filtered,actual_filtered,recommended_action,url,view_by_key
info,no,False,False,non_course_requirement_placeholder,info,UCB,University of California Berkeley,College of the Sequoias,Requirement,missing_row,missing raw CSV row,"[['ENGL C1000 (4.00)'], ['ENGL C1001 (3.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=6&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F6%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/6/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,no,False,False,non_course_requirement_placeholder,info,UCB,University of California Berkeley,College of the Siskiyous,Requirement,missing_row,missing raw CSV row,"[['ENGL C1000 (4.00)'], ['ENGL C1001 (3.00)'], ['ENGL 1501 (3.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=102&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F102%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/102/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,no,False,False,non_course_requirement_placeholder,info,UCB,University of California Berkeley,Columbia College,Requirement,missing_row,missing raw CSV row,"[['ENGL C1000 (3.00)'], ['ENGL 1B (3.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=10&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F10%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/10/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,no,False,False,non_course_requirement_placeholder,info,UCB,University of California Berkeley,Compton College,Requirement,missing_row,missing raw CSV row,"[['ENGL C1000 (4.00)'], ['ENGL C1000H (4.00)'], ['ENGL 102 (3.00)'], ['ENGL 102H (3.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=153&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F153%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/153/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,no,False,False,non_course_requirement_placeholder,info,UCB,University of California Berkeley,Contra Costa College,Requirement,missing_row,missing raw CSV row,"[['ENGL C1000 (4.00)'], ['ENGL C1000E (5.00)'], ['ENGL 002B (4.00)'], ['ENGL C1001 (3.00)'], ['PHILO 130 (3.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=28&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F28%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/28/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,no,False,False,non_course_requirement_placeholder,info,UCB,University of California Berkeley,Copper Mountain College,Requirement,missing_row,missing raw CSV row,"[['ENGL C1000 (3.00)'], ['ENG 001B (3.00)'], ['ENGL C1001 (3.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=112&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F112%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/112/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,no,False,False,non_course_requirement_placeholder,info,UCB,University of California Berkeley,Cosumnes River College,Requirement,missing_row,missing raw CSV row,"[['ENGL C1000 (3.00)'], ['ENGL C1000H (3.00)'], ['ENGWR 301 (3.00)'], ['ENGL C1001 (3.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=142&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F142%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/142/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,no,False,False,non_course_requirement_placeholder,info,UCB,University of California Berkeley,Crafton Hills College,Requirement,sending_options_mismatch,sending options differ,"[['PHYSIC 251 (4.00)', 'PHYSIC 252 (4.00)'], ['ENGL C1000 (4.00)'], ['ENGL C1000H (4.00)'], ['ENGL C1001 (4.00)'], ['ENGL C1001H (4.00)']]","[['ENGL C1001 (4.00)'], ['ENGL C1001H (4.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=70&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F70%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/70/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,no,False,False,non_course_requirement_placeholder,info,UCB,University of California Berkeley,Cuesta College,Requirement,missing_row,missing raw CSV row,"[['ENGL C1000 (4.00)'], ['ENGL 201B (4.00)'], ['ENGL C1001 (4.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=16&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F16%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/16/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,no,False,False,non_course_requirement_placeholder,info,UCB,University of California Berkeley,Cuyamaca College,Requirement,sending_options_mismatch,sending options differ,"[['PHYC 203 (5.00)'], ['ENGL C1000 (3.00)'], ['ENGL 122 (3.00)'], ['ENGL C1001 (3.00)'], ['PHYC 201 (5.00)'], ['PHYC 202 (5.00)']]",[['PHYC 202 (5.00)']],[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=99&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F99%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/99/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,no,False,False,non_course_requirement_placeholder,info,UCB,University of California Berkeley,Cypress College,Requirement,sending_options_mismatch,sending options differ,"[['ENGL C1000 (4.00)'], ['ENGL C1000H (4.00)'], ['ENGL C1000E (5.00)'], ['ENGL 102 C (3.00)'], ['ENGL 102HC (3.00)'], ['ENGL 104 C (4.00)'], ['ENGL 104HC (4.00)'], ['ENGL C1001 (4.00)'], ['ENGL C1001H (4.00)']]","[['ENGL 102 C (3.00)'], ['ENGL 102HC (3.00)'], ['ENGL 104 C (4.00)'], ['ENGL 104HC (4.00)'], ['ENGL C1001 (4.00)'], ['ENGL C1001H (4.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=71&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F71%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/71/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,no,False,False,non_course_requirement_placeholder,info,UCB,University of California Berkeley,De Anza College,Requirement,sending_options_mismatch,sending options differ,"[['ENGL C1000 (5.00)'], ['ENGL C1000H (5.00)'], ['ESL 5 (5.00)'], ['ENGL C1001 (5.00)'], ['ENGL C1001H (5.00)'], ['EWRT 1B (5.00)'], ['EWRT 1BH (5.00)']]","[['ENGL C1001 (5.00)'], ['ENGL C1001H (5.00)'], ['EWRT 1B (5.00)'], ['EWRT 1BH (5.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=113&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F113%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/113/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,no,False,False,non_course_requirement_placeholder,info,UCB,University of California Berkeley,Diablo Valley College,Requirement,sending_options_mismatch,sending options differ,"[['ENGL C1000 (3.00)'], ['ENGL C1000E (5.00)'], ['ENGL 122AL (5.00)'], ['ARTHS 191 (3.00)'], ['COMM 121 (3.00)'], ['DANCE 201 (3.00)'], ['ENGL 123 (3.00)'], ['ENGL 123A (4.00)'], ['ENGL 126A (4.00)'], ['ENGL C1001 (3.00)'], ['HIST 122 (3.00)'], ['KINES 249 (3.00)'], ['PHILO 130 (3.00)'], ['PSYC 145 (3.00)'], ['SOCIO 122 (3.00)']]","[['ARTHS 191 (3.00)'], ['COMM 121 (3.00)'], ['DANCE 201 (3.00)'], ['ENGL 123 (3.00)'], ['ENGL 123A (4.00)'], ['ENGL 126A (4.00)'], ['ENGL C1001 (3.00)'], ['HIST 122 (3.00)'], ['KINES 249 (3.00)'], ['PHILO 130 (3.00)'], ['PSYC 145 (3.00)'], ['SOCIO 122 (3.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=114&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F114%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/114/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,no,False,False,non_course_requirement_placeholder,info,UCB,University of California Berkeley,East Los Angeles College,Requirement,sending_options_mismatch,sending options differ,"[['PHYSICS 101 (5.00)', 'PHYSICS 102 (5.00)', 'PHYSICS 103 (5.00)'], ['ENGL C1000 (3.00)'], ['ENGLISH 101Z (4.00)'], ['E.S.L. 110 (4.00)'], ['ENGLISH 102 (3.00)']]","[['PHYSICS 101 (5.00)', 'PHYSICS 102 (5.00)', 'PHYSICS 103 (5.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=118&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F118%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/118/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,no,False,False,non_course_requirement_placeholder,info,UCB,University of California Berkeley,El Camino College,Requirement,missing_row,missing raw CSV row,"[['ENGL C1000 (4.00)'], ['ENGL C1000H (4.00)'], ['ENGL 1B (3.00)'], ['ENGL 1BH (3.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=103&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F103%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/103/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,no,False,False,non_course_requirement_placeholder,info,UCB,University of California Berkeley,Evergreen Valley College,Requirement,sending_options_mismatch,sending options differ,"[['ENGL C1000 (3.00)'], ['ENGL 001B (3.00)'], ['ENGL C1001 (3.00)']]","[['ENGL 001B (3.00)'], ['ENGL C1001 (3.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=2&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F2%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/2/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,no,False,False,non_course_requirement_placeholder,info,UCB,University of California Berkeley,Feather River College,Requirement,missing_row,missing raw CSV row,"[['PHYS 204 (4.00)', 'PHYS 206 (4.00)'], ['ENGL C1000 (3.00)'], ['ENGL 102 (3.00)'], ['ENGL C1001 (3.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=122&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F122%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/122/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,no,False,False,non_course_requirement_placeholder,info,UCB,University of California Berkeley,Folsom Lake College,Requirement,sending_options_mismatch,sending options differ,"[['ENGL C1000 (3.00)'], ['ENGL C1000H (3.00)'], ['ENGWR 301 (3.00)'], ['ENGWR 481 (3.00)'], ['ENGL C1001 (3.00)'], ['ENGL C1001H (3.00)']]","[['ENGWR 301 (3.00)'], ['ENGWR 481 (3.00)'], ['ENGL C1001 (3.00)'], ['ENGL C1001H (3.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=145&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F145%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/145/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,no,False,False,non_course_requirement_placeholder,info,UCB,University of California Berkeley,Foothill College,Requirement,missing_row,missing raw CSV row,"[['ENGL C1000 (5.00)', 'ENGL 1B (5.00)'], ['ENGL C1000H (5.00)', 'ENGL 1BH (5.00)'], ['ESLL 26 (5.00)', 'ENGL 1B (5.00)'], ['ESLL 26 (5.00)', 'ENGL 1BH (5.00)'], ['ENGL 1B (5.00)', 'ENGL C1001 (5.00)'], ['ENGL 1BH (5.00)', 'ENGL C1001H (5.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=51&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F51%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/51/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,no,False,False,non_course_requirement_placeholder,info,UCB,University of California Berkeley,Fresno City College,Requirement,sending_options_mismatch,sending options differ,"[['ENGL C1000 (4.00)'], ['ENGL C1000H (4.00)'], ['ENGL 1B (3.00)'], ['ENGL C1001 (3.00)'], ['ENGL C1001H (3.00)']]","[['ENGL 1B (3.00)'], ['ENGL C1001 (3.00)'], ['ENGL C1001H (3.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=35&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F35%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/35/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,no,False,False,non_course_requirement_placeholder,info,UCB,University of California Berkeley,Fullerton College,Requirement,sending_options_mismatch,sending options differ,"[['ENGL C1000 (4.00)'], ['ENGL C1000H (4.00)'], ['ENGL C1000E (5.00)'], ['ENGL C1001 (4.00)'], ['ENGL C1001H (4.00)']]","[['ENGL C1001 (4.00)'], ['ENGL C1001H (4.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=134&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F134%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/134/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,no,False,False,non_course_requirement_placeholder,info,UCB,University of California Berkeley,Gavilan College,Requirement,sending_options_mismatch,sending options differ,"[['ENGL C1000 (4.00)'], ['ENGL 1B (3.00)']]",[['ENGL 1B (3.00)']],[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=72&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F72%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/72/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,no,False,False,non_course_requirement_placeholder,info,UCB,University of California Berkeley,Glendale Community College,Requirement,sending_options_mismatch,sending options differ,"[['ENGL C1000 (4.00)'], ['ENGL C1000E (4.50)'], ['ENGL C1000H (4.00)'], ['ENGL 102 (3.00)'], ['ENGL 102H (3.00)'], ['ENGL C1001 (3.00)']]","[['ENGL 102 (3.00)'], ['ENGL 102H (3.00)'], ['ENGL C1001 (3.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=43&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F43%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/43/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,no,False,False,non_course_requirement_placeholder,info,UCB,University of California Berkeley,Golden West College,Requirement,missing_row,missing raw CSV row,"[['ENGL C1000 (4.00)'], ['ENGL C1000E (6.00)'], ['ENGL G110 (4.00)'], ['PSYC G130 (3.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=55&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F55%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/55/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,no,False,False,non_course_requirement_placeholder,info,UCB,University of California Berkeley,Grossmont College,Requirement,sending_options_mismatch,sending options differ,"[['PHYC 203 (5.00)'], ['ENGL C1000 (3.00)'], ['ESL 122 (6.00)'], ['ENGL 122 (3.00)'], ['ENGL C1001 (3.00)'], ['PHYC 201 (5.00)'], ['PHYC 202 (5.00)']]",[['PHYC 202 (5.00)']],[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=106&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F106%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/106/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,no,False,False,non_course_requirement_placeholder,info,UCB,University of California Berkeley,Hartnell College,Requirement,missing_row,missing raw CSV row,"[['ENGL C1000 (3.00)'], ['ENGL C1000E (4.00)'], ['ENG 1B (3.00)'], ['ENGL C1001 (3.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=123&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F123%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/123/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,no,False,False,non_course_requirement_placeholder,info,UCB,University of California Berkeley,Imperial Valley College,Requirement,missing_row,missing raw CSV row,"[['ENGL 105 (5.00)'], ['ENGL C1000 (4.00)'], ['ENGL C1001 (3.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=107&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F107%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/107/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,no,False,False,non_course_requirement_placeholder,info,UCB,University of California Berkeley,Irvine Valley College,Requirement,missing_row,missing raw CSV row,"[['ENGL C1000 (4.00)'], ['ENGL C1000H (4.00)'], ['ESL 1 (4.00)'], ['ENGL C1001 (4.00)'], ['ENGL C1001H (4.00)'], ['LIB 20 (3.00)'], ['LIB 20H (3.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=124&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F124%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/124/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,no,False,False,non_course_requirement_placeholder,info,UCB,University of California Berkeley,Lake Tahoe Community College,Requirement,sending_options_mismatch,sending options differ,"[['ENGL C1000 (5.00)'], ['ENG 102 (4.00)'], ['ENGL C1001 (5.00)']]","[['ENG 102 (4.00)'], ['ENGL C1001 (5.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=40&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F40%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/40/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,no,False,False,non_course_requirement_placeholder,info,UCB,University of California Berkeley,Laney College,Requirement,sending_options_mismatch,sending options differ,"[['ENGL C1000 (4.00)'], ['ENGL C1000E (5.00)'], ['ENGL 1B (4.00)']]",[['ENGL 1B (4.00)']],[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=77&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F77%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/77/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,no,False,False,non_course_requirement_placeholder,info,UCB,University of California Berkeley,Las Positas College,Requirement,missing_row,missing raw CSV row,"[['ENGL C1000 (3.00)'], ['ENG 4 (3.00)'], ['ENGL C1001 (3.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=18&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F18%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/18/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,no,False,False,non_course_requirement_placeholder,info,UCB,University of California Berkeley,Lassen Community College,Requirement,missing_row,missing raw CSV row,"[['ENGL C1000 (3.00)'], ['ENGL C1001 (3.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=82&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F82%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/82/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,no,False,False,non_course_requirement_placeholder,info,UCB,University of California Berkeley,Long Beach City College,Requirement,sending_options_mismatch,sending options differ,"[['ENGL C1000 (4.00)'], ['ENGL C1000E (5.00)'], ['ENGL C1000H (4.00)'], ['ESL 1S (5.00)'], ['ENGL C1001 (4.00)'], ['ENGL C1001H (4.00)']]","[['ENGL C1001 (4.00)'], ['ENGL C1001H (4.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=135&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F135%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/135/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,no,False,False,non_course_requirement_placeholder,info,UCB,University of California Berkeley,Los Angeles City College,Requirement,sending_options_mismatch,sending options differ,"[['ENGL C1000 (3.00)'], ['ENGL C1001 (3.00)'], ['ENGLISH 102 (3.00)']]","[['ENGL C1001 (3.00)'], ['ENGLISH 102 (3.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=3&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F3%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/3/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,no,False,False,non_course_requirement_placeholder,info,UCB,University of California Berkeley,Los Angeles Harbor College,Requirement,sending_options_mismatch,sending options differ,"[['ENGL C1000 (3.00)'], ['ENGLISH 101X (3.00)'], ['ENGLISH 101Y (3.50)'], ['E.S.L. 110 (4.00)'], ['ENGLISH 102 (3.00)'], ['ENGL C1001 (3.00)']]","[['ENGLISH 102 (3.00)'], ['ENGL C1001 (3.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=31&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F31%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/31/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,no,False,False,non_course_requirement_placeholder,info,UCB,University of California Berkeley,Los Angeles Mission College,Requirement,sending_options_mismatch,sending options differ,"[['ENGL C1000 (3.00)'], ['ENGLISH 101X (3.00)'], ['ENGLISH 101Y (3.50)'], ['ENGLISH 101Z (4.00)'], ['ENGL C1001 (3.00)'], ['ENGLISH 102 (3.00)']]","[['ENGL C1001 (3.00)'], ['ENGLISH 102 (3.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=47&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F47%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/47/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
