research_severity,filtered_impact,in_course_reqs,in_filtered_results,root_cause,raw_severity,uc,uc_full,cc,receiving,issue_type,message,expected_raw,actual_raw,expected_filtered,actual_filtered,recommended_action,url,view_by_key
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,College of Alameda,<blank>,unexpected_row,unexpected raw CSV row,,"[['COMM 5 (3.00)'], ['ENGL 1B (4.00)'], ['ENGL C1001 (3.00)'], ['Not Articulated']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=111&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F111%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/111/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,College of Marin,<blank>,unexpected_row,unexpected raw CSV row,,"[['ENGL 151 (4.00)'], ['ENGL C1001 (4.00)'], ['Not Articulated']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=4&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F4%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/4/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,College of San Mateo,<blank>,unexpected_row,unexpected raw CSV row,,"[['ENGL 110 (3.00)'], ['ENGL C1001 (3.00)'], ['Not Articulated']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=5&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F5%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/5/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,College of the Desert,<blank>,unexpected_row,unexpected raw CSV row,,"[['SOC 4 (3.00)'], ['CS 7A (4.00)', 'CS 7B (3.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=30&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F30%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/30/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,College of the Redwoods,<blank>,unexpected_row,unexpected raw CSV row,,"[['ENGL 1B (3.00)'], ['Not Articulated']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=83&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F83%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/83/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,College of the Sequoias,<blank>,unexpected_row,unexpected raw CSV row,,"[['ENGL C1001 (3.00)'], ['ENGL 004 (3.00)'], ['PHIL 025 (3.00)'], ['CSCI 001 (4.00)', 'CSCI 002 (4.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=6&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F6%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/6/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,College of the Siskiyous,<blank>,unexpected_row,unexpected raw CSV row,,"[['ENGL 1501 (3.00)'], ['ENGL C1001 (3.00)'], ['Not Articulated']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=102&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F102%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/102/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Columbia College,<blank>,unexpected_row,unexpected raw CSV row,,"[['ENGL 1B (3.00)'], ['ENGL C1001 (3.00)'], ['COMP 11P (4.00)', 'COMP 12P (4.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=10&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F10%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/10/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Compton College,<blank>,unexpected_row,unexpected raw CSV row,,"[['ENGL 102 (3.00)'], ['ENGL 102H (3.00)'], ['ENGL C1001 (3.00)'], ['ENGL C1001H (3.00)'], ['PHIL 105 (3.00)'], ['Not Articulated']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=153&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F153%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/153/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Contra Costa College,<blank>,unexpected_row,unexpected raw CSV row,,"[['ENGL C1001 (3.00)'], ['ENGL 002B (4.00)'], ['PHILO 130 (3.00)'], ['SPCH 121I (3.00)'], ['COMP 200 (4.00)', 'COMP 210 (4.00)'], ['COMP 165 (4.00)'], ['COMP 200 (4.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=28&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F28%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/28/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Copper Mountain College,<blank>,unexpected_row,unexpected raw CSV row,,"[['ENG 001B (3.00)'], ['SOC 004 (3.00)'], ['CS 089 (3.00)', 'CS 089A (3.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=112&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F112%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/112/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Cosumnes River College,<blank>,unexpected_row,unexpected raw CSV row,,"[['ENGWR 301 (3.00)'], ['ENGL C1001 (3.00)'], ['CISP 360 (4.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=142&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F142%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/142/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Cuesta College,<blank>,unexpected_row,unexpected raw CSV row,,"[['ENGL 201B (4.00)'], ['ENGL C1001 (4.00)'], ['Not Articulated']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=16&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F16%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/16/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,El Camino College,<blank>,unexpected_row,unexpected raw CSV row,,"[['ENGL 1B (3.00)'], ['ENGL 1BH (3.00)'], ['ENGL C1001 (4.00)'], ['ENGL C1001H (4.00)'], ['PHIL 105 (3.00)'], ['PSYC 103 (3.00)'], ['CSCI 2 (5.00)', 'CSCI 3 (4.00)'], ['CSCI 1 (4.00)'], ['CSCI 30 (4.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=103&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F103%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/103/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Feather River College,<blank>,unexpected_row,unexpected raw CSV row,,"[['ENGL 102 (3.00)'], ['ENGL C1001 (3.00)'], ['Not Articulated']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=122&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F122%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/122/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Foothill College,<blank>,unexpected_row,unexpected raw CSV row,,"[['ENGL 1B (5.00)'], ['ENGL 1BH (5.00)'], ['C S 2A (4.50)'], ['C S 2B (4.50)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=51&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F51%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/51/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Golden West College,<blank>,unexpected_row,unexpected raw CSV row,,"[['ENGL G110 (4.00)'], ['CS G175 (3.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=55&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F55%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/55/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Hartnell College,<blank>,unexpected_row,unexpected raw CSV row,,"[['ENG 1B (3.00)'], ['ENGL C1001 (3.00)'], ['CSS 2A (4.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=123&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F123%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/123/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Imperial Valley College,<blank>,unexpected_row,unexpected raw CSV row,,"[['ENGL 102 (3.00)'], ['ENGL C1001 (3.00)'], ['Not Articulated']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=107&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F107%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/107/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Irvine Valley College,<blank>,unexpected_row,unexpected raw CSV row,,"[['LIT 1 (3.00)'], ['ENGL C1001 (4.00)'], ['ENGL C1001H (4.00)'], ['CS 37 (3.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=124&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F124%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/124/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Las Positas College,<blank>,unexpected_row,unexpected raw CSV row,,"[['ENG 4 (3.00)'], ['ENGL C1001 (3.00)'], ['CS 1 (4.00)'], ['CS 2 (4.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=18&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F18%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/18/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Lassen Community College,<blank>,unexpected_row,unexpected raw CSV row,,"[['ENGL C1001 (3.00)'], ['Not Articulated']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=82&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F82%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/82/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Los Angeles Pierce College,<blank>,unexpected_row,unexpected raw CSV row,,"[['ENGLISH 102 (3.00)'], ['ENGL C1001 (3.00)'], ['PHILOS 005 (3.00)'], ['CS 216 (3.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=86&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F86%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/86/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Los Angeles Southwest College,<blank>,unexpected_row,unexpected raw CSV row,,"[['ENGLISH 102 (3.00)'], ['ENGL C1001 (3.00)'], ['Not Articulated']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=130&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F130%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/130/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Los Angeles Valley College,<blank>,unexpected_row,unexpected raw CSV row,,"[['COMM 105 (3.00)'], ['ENGLISH 102 (3.00)'], ['ENGL C1001 (3.00)'], ['CS 216 (3.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=44&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F44%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/44/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Los Medanos College,<blank>,unexpected_row,unexpected raw CSV row,,"[['ENGL C1001 (3.00)'], ['ENGL 230 (3.00)'], ['Not Articulated']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=61&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F61%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/61/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Madera Community College,<blank>,unexpected_row,unexpected raw CSV row,,"[['ENGL 1B (3.00)'], ['ENGL 1BH (3.00)'], ['ENGL 2 (3.00)'], ['ENGL 2H (3.00)'], ['ENGL C1001 (3.00)'], ['ENGL C1001H (3.00)'], ['PHIL 2 (3.00)'], ['ENGR 40 (4.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=200&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F200%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/200/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Mendocino College,<blank>,unexpected_row,unexpected raw CSV row,,"[['ENGL 201 (4.00)'], ['ENGL C1001 (3.00)'], ['Not Articulated']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=100&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F100%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/100/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Merced College,<blank>,unexpected_row,unexpected raw CSV row,,"[['ENGL -01B (3.00)'], ['ENGL C1001 (3.00)'], ['ENGL C1001H (3.00)'], ['Not Articulated']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=17&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F17%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/17/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Modesto Junior College,<blank>,unexpected_row,unexpected raw CSV row,,"[['ENGL 102 (3.00)'], ['ENGL C1001 (3.00)'], ['PHILO 105 (3.00)'], ['PHILO 107 (3.00)'], ['COMM 104 (3.00)'], ['Not Articulated']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=52&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F52%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/52/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Monterey Peninsula College,<blank>,unexpected_row,unexpected raw CSV row,,"[['ENGL 1B (3.00)'], ['ENGL C1001 (3.00)'], ['CSCI 10C (4.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=133&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F133%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/133/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Moreno Valley College,<blank>,unexpected_row,unexpected raw CSV row,,"[['ENGL 1B (4.00)'], ['ENGL 1BH (4.00)'], ['CIS 5 (4.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=149&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F149%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/149/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Mount San Antonio College,<blank>,unexpected_row,unexpected raw CSV row,,"[['ENGL 1B (3.00)'], ['ENGL 1BH (3.00)'], ['ENGL C1001 (4.00)'], ['ENGL C1001H (4.00)'], ['PHIL 9 (3.00)'], ['PHIL 9H (3.00)'], ['CISP 31 (3.00)', 'CISP 31L (0.50)'], ['CISP 34 (3.00)'], ['CSCI 140 (4.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=62&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F62%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/62/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Napa Valley College,<blank>,unexpected_row,unexpected raw CSV row,,"[['ENGL 121 (3.00)'], ['ENGL 123 (4.00)'], ['ENGL C1001 (3.00)'], ['Not Articulated']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=73&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F73%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/73/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Ohlone College,<blank>,unexpected_row,unexpected raw CSV row,,"[['ENGL 101B (4.00)'], ['ENGL C1001 (3.00)'], ['CS 116 (4.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=48&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F48%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/48/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Orange Coast College,<blank>,unexpected_row,unexpected raw CSV row,,"[['ENGL A101 (4.00)'], ['ENGL A101H (4.00)'], ['ENGL C1001 (4.00)'], ['ENGL C1001H (4.00)'], ['PHIL A150 (3.00)'], ['CS A250 (4.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=74&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F74%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/74/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Palo Verde College,<blank>,unexpected_row,unexpected raw CSV row,,"[['ENG 102 (3.00)'], ['ENGL C1001 (3.00)'], ['Not Articulated']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=63&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F63%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/63/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Reedley College,<blank>,unexpected_row,unexpected raw CSV row,,"[['ENGL 1B (3.00)'], ['ENGL 1BH (3.00)'], ['ENGL 2 (3.00)'], ['ENGL 2H (3.00)'], ['ENGL C1001 (3.00)'], ['ENGL C1001H (3.00)'], ['PHIL 2 (3.00)'], ['Not Articulated']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=36&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F36%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/36/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Rio Hondo College,<blank>,unexpected_row,unexpected raw CSV row,,"[['ENGL C1001 (3.50)'], ['ENGL C1001H (3.50)'], ['LIT 102 (3.00)'], ['LIT 102H (3.00)'], ['CIT 126 (4.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=64&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F64%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/64/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Riverside City College,<blank>,unexpected_row,unexpected raw CSV row,,"[['ENGL 1B (4.00)'], ['ENGL 1BH (4.00)'], ['CSC 17A (3.00)', 'CIS 17B (3.00)'], ['CSC 17A (3.00)', 'CIS 17C (3.00)'], ['CIS 5 (4.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=78&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F78%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/78/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
