cc,uc,status,receiving,issue_type,message,exception_covered,expected,actual,url
Sacramento City College,University of California Los Angeles,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGWR 301 (3.00)',), ('ENGL C1001 (3.00)',), ('ENGWR 303 (4.00)',), ('COMM 316 (3.00)',), ('SOC 305 (3.00)',), ('CISP 360 (4.00)',), ('CISP 400 (4.00)',))",https://assist.org/transfer/results?year=76&institution=126&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F126%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Sacramento City College,University of California Los Angeles,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGWR 301 (3.00)',), ('ENGL C1001 (3.00)',), ('ENGWR 303 (4.00)',), ('COMM 316 (3.00)',), ('SOC 305 (3.00)',), ('CISP 360 (4.00)',), ('CISP 400 (4.00)',))",,https://assist.org/transfer/results?year=76&institution=126&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F126%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Sacramento City College,University of California Merced,fail,EE 060,missing_row,missing raw CSV row,False,"(('Not Articulated',),)",,https://assist.org/transfer/results?year=76&institution=126&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F126%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
Saddleback College,University of California Berkeley,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('ENGL C1000 (4.00)',), ('ENGL C1000H (4.00)',), ('ENGL C1001 (3.00)',), ('ENGL C1001H (3.00)',))","(('ENGL C1001 (3.00)',), ('ENGL C1001H (3.00)',))",https://assist.org/transfer/results?year=76&institution=65&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F65%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Saddleback College,University of California Los Angeles,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('ENGL C1001 (3.00)',), ('ENGL C1001H (3.00)',), ('ENG 25 (3.00)',), ('CS 1B (3.50)',))","(('CS 1B (3.50)',),)",https://assist.org/transfer/results?year=76&institution=65&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F65%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
San Bernardino Valley College,University of California Berkeley,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL C1000 (4.00)', 'ENGL C1000H (4.00)'), ('ENGL C1001 (4.00)', 'ENGL C1001H (4.00)'))",https://assist.org/transfer/results?year=76&institution=131&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F131%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
San Bernardino Valley College,University of California Berkeley,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL C1000 (4.00)',), ('ENGL C1000H (4.00)',), ('ENGL C1001 (4.00)',), ('ENGL C1001H (4.00)',))",,https://assist.org/transfer/results?year=76&institution=131&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F131%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
San Bernardino Valley College,University of California Los Angeles,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL C1001 (4.00)',), ('ENGL C1001H (4.00)',), ('ENGL 151 (3.00)',), ('CS 190 (4.00)',))",https://assist.org/transfer/results?year=76&institution=131&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F131%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
San Bernardino Valley College,University of California Los Angeles,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL C1001 (4.00)',), ('ENGL C1001H (4.00)',), ('ENGL 151 (3.00)',), ('CS 190 (4.00)',))",,https://assist.org/transfer/results?year=76&institution=131&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F131%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
San Bernardino Valley College,University of California Merced,fail,EE 060,missing_row,missing raw CSV row,False,"(('Not Articulated',),)",,https://assist.org/transfer/results?year=76&institution=131&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F131%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
San Diego City College,University of California Berkeley,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('ENGL C1000 (3.00)',), ('ENGL C1001 (3.00)',))","(('ENGL C1001 (3.00)',),)",https://assist.org/transfer/results?year=76&institution=54&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F54%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
San Diego City College,University of California Los Angeles,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('ENGL 105 (3.00)',), ('ENGL C1001 (3.00)',), ('CISC 192 (4.00)',), ('CISC 205 (4.00)',))","(('CISC 192 (4.00)',), ('CISC 205 (4.00)',))",https://assist.org/transfer/results?year=76&institution=54&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F54%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
San Diego Mesa College,University of California Berkeley,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL C1000 (3.00)',), ('ENGL C1001 (3.00)',))",https://assist.org/transfer/results?year=76&institution=101&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F101%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
San Diego Mesa College,University of California Berkeley,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL C1000 (3.00)',), ('ENGL C1001 (3.00)',))",,https://assist.org/transfer/results?year=76&institution=101&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F101%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
San Diego Mesa College,University of California Los Angeles,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL 105 (3.00)',), ('ENGL C1001 (3.00)',), ('PHIL 205 (3.00)',), ('CISC 192 (4.00)',))",https://assist.org/transfer/results?year=76&institution=101&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F101%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
San Diego Mesa College,University of California Los Angeles,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL 105 (3.00)',), ('ENGL C1001 (3.00)',), ('PHIL 205 (3.00)',), ('CISC 192 (4.00)',))",,https://assist.org/transfer/results?year=76&institution=101&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F101%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
San Diego Mesa College,University of California Merced,fail,EE 060,missing_row,missing raw CSV row,False,"(('Not Articulated',),)",,https://assist.org/transfer/results?year=76&institution=101&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F101%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
San Diego Miramar College,University of California Berkeley,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL C1000 (3.00)',), ('ENGL C1001 (3.00)',))",https://assist.org/transfer/results?year=76&institution=45&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F45%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
San Diego Miramar College,University of California Berkeley,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL C1000 (3.00)',), ('ENGL C1001 (3.00)',))",,https://assist.org/transfer/results?year=76&institution=45&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F45%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
San Diego Miramar College,University of California Los Angeles,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL 105 (3.00)',), ('ENGL C1001 (3.00)',), ('PHIL 205 (3.00)',), ('CISC 192 (4.00)',))",https://assist.org/transfer/results?year=76&institution=45&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F45%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
San Diego Miramar College,University of California Los Angeles,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL 105 (3.00)',), ('ENGL C1001 (3.00)',), ('PHIL 205 (3.00)',), ('CISC 192 (4.00)',))",,https://assist.org/transfer/results?year=76&institution=45&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F45%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
San Diego Miramar College,University of California Merced,fail,EE 060,missing_row,missing raw CSV row,False,"(('Not Articulated',),)",,https://assist.org/transfer/results?year=76&institution=45&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F45%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
San Diego Miramar College,University of California Riverside,fail,CS 11,sending_options_mismatch,sending options differ,False,"(('MATH 245 (3.00)',), ('CISC 246 (3.00)',))","(('MATH 245 (3.00)',), ('CISC 246 (3.00)',), ('CISC 246 (3.00)',))",https://assist.org/transfer/results?year=76&institution=45&agreement=46&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F45%2Fto%2F46%2FMajor%2Fb3f7557b-47c0-4486-4ece-08de050a3a5e
San Joaquin Delta College,University of California Berkeley,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL C1000 (3.00)',), ('ENGL 1B (3.00)', 'ENGL C1001 (3.00)'))",https://assist.org/transfer/results?year=76&institution=109&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F109%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
San Joaquin Delta College,University of California Berkeley,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL C1000 (3.00)',), ('ENGL 1B (3.00)',), ('ENGL C1001 (3.00)',))",,https://assist.org/transfer/results?year=76&institution=109&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F109%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
San Joaquin Delta College,University of California Los Angeles,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL 1B (3.00)',), ('ENGL C1001 (3.00)',), ('Not Articulated',))",https://assist.org/transfer/results?year=76&institution=109&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F109%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
San Joaquin Delta College,University of California Los Angeles,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL 1B (3.00)',), ('ENGL C1001 (3.00)',))",,https://assist.org/transfer/results?year=76&institution=109&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F109%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
San Joaquin Delta College,University of California Merced,fail,EE 060,missing_row,missing raw CSV row,False,"(('Not Articulated',),)",,https://assist.org/transfer/results?year=76&institution=109&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F109%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
San Jose City College,University of California Berkeley,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('ENGL C1000 (3.00)',), ('ENGL 001B (3.00)',), ('ENGL C1001 (3.00)',))","(('ENGL 001B (3.00)',), ('ENGL C1001 (3.00)',))",https://assist.org/transfer/results?year=76&institution=136&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F136%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
San Jose City College,University of California Los Angeles,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('ENGL 001B (3.00)',), ('ENGL C1001 (3.00)',), ('CIS 054 (3.00)',), ('CIS 059 (3.00)',))","(('CIS 054 (3.00)',), ('CIS 059 (3.00)',))",https://assist.org/transfer/results?year=76&institution=136&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F136%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Santa Ana College,University of California Berkeley,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL C1000 (4.00)', 'ENGL C1000H (4.00)'), ('ENGL 102 (4.00)', 'ENGL 102H (4.00)', 'ENGL C1001 (4.00)', 'ENGL C1001H (4.00)'))",https://assist.org/transfer/results?year=76&institution=14&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F14%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Santa Ana College,University of California Berkeley,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL C1000 (4.00)',), ('ENGL C1000H (4.00)',), ('ENGL 102 (4.00)',), ('ENGL 102H (4.00)',), ('ENGL C1001 (4.00)',), ('ENGL C1001H (4.00)',))",,https://assist.org/transfer/results?year=76&institution=14&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F14%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Santa Ana College,University of California Los Angeles,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL 102 (4.00)',), ('ENGL 102H (4.00)',), ('ENGL C1001 (4.00)',), ('ENGL C1001H (4.00)',), ('CMPR 121 (3.00)',))",https://assist.org/transfer/results?year=76&institution=14&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F14%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Santa Ana College,University of California Los Angeles,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL 102 (4.00)',), ('ENGL 102H (4.00)',), ('ENGL C1001 (4.00)',), ('ENGL C1001H (4.00)',), ('CMPR 121 (3.00)',))",,https://assist.org/transfer/results?year=76&institution=14&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F14%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Santa Ana College,University of California Merced,fail,EE 060,missing_row,missing raw CSV row,False,"(('Not Articulated',),)",,https://assist.org/transfer/results?year=76&institution=14&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F14%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
Santa Barbara City College,University of California Berkeley,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENG 200 (3.00)', 'ENGL C1000 (4.00)', 'ENGL C1000H (4.00)'), ('COMM 235 (3.00)', 'ENG 111 (3.00)', 'ENG 111H (3.00)', 'ENGL C1001 (3.00)', 'PHIL 111 (3.00)'))",https://assist.org/transfer/results?year=76&institution=92&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F92%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Santa Barbara City College,University of California Berkeley,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENG 200 (3.00)',), ('ENGL C1000 (4.00)',), ('ENGL C1000H (4.00)',), ('COMM 235 (3.00)',), ('ENG 111 (3.00)',), ('ENG 111H (3.00)',), ('ENGL C1001 (3.00)',), ('PHIL 111 (3.00)',))",,https://assist.org/transfer/results?year=76&institution=92&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F92%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Santa Barbara City College,University of California Los Angeles,fail,,unexpected_row,unexpected raw CSV row,False,,"(('COMM 235 (3.00)',), ('ENG 111 (3.00)',), ('ENG 111H (3.00)',), ('PHIL 111 (3.00)',), ('CS 106 (3.00)',), ('CS 133 (3.00)',), ('CS 137 (3.00)',), ('CS 140 (4.00)',))",https://assist.org/transfer/results?year=76&institution=92&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F92%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Santa Barbara City College,University of California Los Angeles,fail,ENGCOMP 3,flattened_or,sending options differ,False,"(('ENGL C1000 (4.00)',), ('ENGL C1000H (4.00)',), ('ENGL C1000E (4.00)',))","(('ENGL C1000 (4.00)', 'ENGL C1000H (4.00)', 'ENGL C1000E (4.00)'),)",https://assist.org/transfer/results?year=76&institution=92&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F92%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Santa Barbara City College,University of California Los Angeles,fail,Requirement,missing_row,missing raw CSV row,False,"(('COMM 235 (3.00)',), ('ENG 111 (3.00)',), ('ENG 111H (3.00)',), ('PHIL 111 (3.00)',), ('CS 106 (3.00)',), ('CS 133 (3.00)',), ('CS 137 (3.00)',), ('CS 140 (4.00)',))",,https://assist.org/transfer/results?year=76&institution=92&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F92%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Santa Barbara City College,University of California Merced,fail,EE 060,missing_row,missing raw CSV row,False,"(('Not Articulated',),)",,https://assist.org/transfer/results?year=76&institution=92&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F92%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
Santa Monica College,University of California Berkeley,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL C1000 (3.00)',), ('ENGL 31 (3.00)', 'ENGL C1001 (3.00)'))",https://assist.org/transfer/results?year=76&institution=137&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F137%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Santa Monica College,University of California Berkeley,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL C1000 (3.00)',), ('ENGL 31 (3.00)',), ('ENGL C1001 (3.00)',))",,https://assist.org/transfer/results?year=76&institution=137&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F137%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Santa Monica College,University of California Los Angeles,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL C1001 (3.00)',), ('ENGL 31 (3.00)',), ('CS 52 (3.00)',))",https://assist.org/transfer/results?year=76&institution=137&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F137%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Santa Monica College,University of California Los Angeles,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL C1001 (3.00)',), ('ENGL 31 (3.00)',), ('CS 52 (3.00)',))",,https://assist.org/transfer/results?year=76&institution=137&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F137%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Santa Monica College,University of California Merced,fail,PHYS 008; PHYS 008L,sending_options_mismatch,sending options differ,False,"(('PHYSCS 8 (4.00)',), ('PHYSCS 21 (5.00)', 'PHYSCS 23 (5.00)'))","(('PHYSCS 21 (5.00)', 'PHYSCS 23 (5.00)'), ('PHYSCS 8 (4.00)',))",https://assist.org/transfer/results?year=76&institution=137&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F137%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
Santa Monica College,University of California Merced,fail,PHYS 009; PHYS 009L,sending_options_mismatch,sending options differ,False,"(('PHYSCS 9 (4.00)',), ('PHYSCS 22 (5.00)', 'PHYSCS 23 (5.00)'))","(('PHYSCS 22 (5.00)', 'PHYSCS 23 (5.00)'), ('PHYSCS 9 (4.00)',))",https://assist.org/transfer/results?year=76&institution=137&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F137%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
Santa Monica College,University of California Riverside,fail,CS 61,sending_options_mismatch,sending options differ,False,"(('CS 18 (3.00)',), ('CS 17 (3.00)', 'CS 42 (3.00)'))","(('CS 17 (3.00)', 'CS 42 (3.00)'), ('CS 18 (3.00)',))",https://assist.org/transfer/results?year=76&institution=137&agreement=46&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F137%2Fto%2F46%2FMajor%2Fb3f7557b-47c0-4486-4ece-08de050a3a5e
Santa Monica College,University of California Santa Cruz,fail,CSE 12,sending_options_mismatch,sending options differ,False,"(('CS 18 (3.00)',), ('CS 17 (3.00)', 'CS 42 (3.00)'))","(('CS 17 (3.00)', 'CS 42 (3.00)'), ('CS 18 (3.00)',))",https://assist.org/transfer/results?year=76&institution=137&agreement=132&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F137%2Fto%2F132%2FMajor%2Fe9fc6b47-5b0e-45b7-2015-08ddcb96df9e
Santa Monica College,University of California Santa Cruz,fail,CSE 30,sending_options_mismatch,sending options differ,False,"(('CS 20A (3.00)',), ('CS 20B (3.00)', 'CS 50 (3.00)'))","(('CS 20B (3.00)', 'CS 50 (3.00)'), ('CS 20A (3.00)',))",https://assist.org/transfer/results?year=76&institution=137&agreement=132&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F137%2Fto%2F132%2FMajor%2Fe9fc6b47-5b0e-45b7-2015-08ddcb96df9e
Santa Rosa Junior College,University of California Berkeley,fail,,unexpected_row,unexpected raw CSV row,False,,"(('EMLS 10 (4.50)', 'ENGL C1000 (4.00)'), ('ENGL C1001 (3.00)',))",https://assist.org/transfer/results?year=76&institution=57&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F57%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Santa Rosa Junior College,University of California Berkeley,fail,EECS 16B,not_articulated_mismatch,sending options differ,False,"(('ENGR 16 (4.00)',),)","(('Not Articulated',),)",https://assist.org/transfer/results?year=76&institution=57&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F57%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Santa Rosa Junior College,University of California Berkeley,fail,Requirement,missing_row,missing raw CSV row,False,"(('EMLS 10 (4.50)',), ('ENGL C1000 (4.00)',), ('ENGL C1001 (3.00)',))",,https://assist.org/transfer/results?year=76&institution=57&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F57%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Santa Rosa Junior College,University of California Los Angeles,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL 1B (3.00)',), ('ENGL C1001 (3.00)',), ('CS 10A (4.00)',))",https://assist.org/transfer/results?year=76&institution=57&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F57%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Santa Rosa Junior College,University of California Los Angeles,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL 1B (3.00)',), ('ENGL C1001 (3.00)',), ('CS 10A (4.00)',))",,https://assist.org/transfer/results?year=76&institution=57&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F57%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Santa Rosa Junior College,University of California Merced,fail,EE 060,missing_row,missing raw CSV row,False,"(('Not Articulated',),)",,https://assist.org/transfer/results?year=76&institution=57&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F57%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
Santiago Canyon College,University of California Berkeley,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('ENGL C1000 (4.00)',), ('ENGL C1000H (4.00)',), ('ENGL 102 (4.00)',), ('ENGL 102H (4.00)',), ('ENGL C1001 (4.00)',), ('ENGL C1001H (4.00)',))","(('ENGL 102 (4.00)',), ('ENGL 102H (4.00)',), ('ENGL C1001 (4.00)',), ('ENGL C1001H (4.00)',))",https://assist.org/transfer/results?year=76&institution=66&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F66%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
