cc,uc,status,receiving,issue_type,message,exception_covered,expected,actual,url
Compton College,University of California Berkeley,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL C1000 (4.00)', 'ENGL C1000H (4.00)'), ('ENGL 102 (3.00)', 'ENGL 102H (3.00)'))",https://assist.org/transfer/results?year=76&institution=153&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F153%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Compton College,University of California Berkeley,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL C1000 (4.00)',), ('ENGL C1000H (4.00)',), ('ENGL 102 (3.00)',), ('ENGL 102H (3.00)',))",,https://assist.org/transfer/results?year=76&institution=153&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F153%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Compton College,University of California Los Angeles,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL 102 (3.00)',), ('ENGL 102H (3.00)',), ('ENGL C1001 (3.00)',), ('ENGL C1001H (3.00)',), ('PHIL 105 (3.00)',), ('Not Articulated',))",https://assist.org/transfer/results?year=76&institution=153&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F153%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Compton College,University of California Los Angeles,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL 102 (3.00)',), ('ENGL 102H (3.00)',), ('ENGL C1001 (3.00)',), ('ENGL C1001H (3.00)',), ('PHIL 105 (3.00)',))",,https://assist.org/transfer/results?year=76&institution=153&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F153%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Compton College,University of California Merced,fail,EE 060,missing_row,missing raw CSV row,False,"(('Not Articulated',),)",,https://assist.org/transfer/results?year=76&institution=153&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F153%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
Compton College,University of California Merced,fail,PHYS 008; PHYS 008L,sending_options_mismatch,sending options differ,False,"(('PHYS 101 (5.00)',), ('PHYS 150 (4.00)', 'PHYS 152 (4.00)'))","(('PHYS 150 (4.00)', 'PHYS 152 (4.00)'), ('PHYS 101 (5.00)',))",https://assist.org/transfer/results?year=76&institution=153&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F153%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
Compton College,University of California Merced,fail,PHYS 009; PHYS 009L,sending_options_mismatch,sending options differ,False,"(('PHYS 102 (5.00)',), ('PHYS 152 (4.00)', 'PHYS 250 (4.00)'))","(('PHYS 152 (4.00)', 'PHYS 250 (4.00)'), ('PHYS 102 (5.00)',))",https://assist.org/transfer/results?year=76&institution=153&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F153%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
Compton College,University of California Santa Barbara,fail,MCDB 1A; MCDB 1LL,sending_options_mismatch,sending options differ,False,"(('BIOL 101 (5.00)', 'BIOL 102 (5.00)'), ('BIOL 101 (5.00)', 'BIOL 102H (5.00)'), ('BIOL 101H (5.00)', 'BIOL 102 (5.00)'), ('BIOL 101H (5.00)', 'BIOL 102H (5.00)'), ('BIOL 102 (5.00)', 'BIOL 103 (3.00)'), ('BIOL 102H (5.00)', 'BIOL 103 (3.00)'))","(('BIOL 101 (5.00)', 'BIOL 101H (5.00)'), ('BIOL 102 (5.00)', 'BIOL 102H (5.00)'), ('BIOL 103 (3.00)',))",https://assist.org/transfer/results?year=76&institution=153&agreement=128&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F153%2Fto%2F128%2FMajor%2F9b98e159-1754-4eb0-33c4-08ddf001012b
Compton College,University of California Santa Barbara,fail,MCDB 1B,sending_options_mismatch,sending options differ,False,"(('BIOL 101 (5.00)', 'BIOL 102 (5.00)'), ('BIOL 101 (5.00)', 'BIOL 102H (5.00)'), ('BIOL 101H (5.00)', 'BIOL 102 (5.00)'), ('BIOL 101H (5.00)', 'BIOL 102H (5.00)'), ('BIOL 102 (5.00)', 'BIOL 103 (3.00)'), ('BIOL 102H (5.00)', 'BIOL 103 (3.00)'))","(('BIOL 101 (5.00)', 'BIOL 101H (5.00)'), ('BIOL 102 (5.00)', 'BIOL 102H (5.00)'), ('BIOL 103 (3.00)',))",https://assist.org/transfer/results?year=76&institution=153&agreement=128&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F153%2Fto%2F128%2FMajor%2F9b98e159-1754-4eb0-33c4-08ddf001012b
Contra Costa College,University of California Berkeley,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL C1000 (4.00)', 'ENGL C1000E (5.00)'), ('ENGL 002B (4.00)', 'ENGL C1001 (3.00)', 'PHILO 130 (3.00)'))",https://assist.org/transfer/results?year=76&institution=28&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F28%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Contra Costa College,University of California Berkeley,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL C1000 (4.00)',), ('ENGL C1000E (5.00)',), ('ENGL 002B (4.00)',), ('ENGL C1001 (3.00)',), ('PHILO 130 (3.00)',))",,https://assist.org/transfer/results?year=76&institution=28&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F28%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Contra Costa College,University of California Los Angeles,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL C1001 (3.00)',), ('ENGL 002B (4.00)',), ('PHILO 130 (3.00)',), ('SPCH 121I (3.00)',), ('COMP 200 (4.00)', 'COMP 210 (4.00)'), ('COMP 165 (4.00)',), ('COMP 200 (4.00)',))",https://assist.org/transfer/results?year=76&institution=28&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F28%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Contra Costa College,University of California Los Angeles,fail,COM SCI 31,sending_options_mismatch,sending options differ,False,"(('COMP 165 (4.00)',), ('COMP 200 (4.00)',), ('COMP 200 (4.00)', 'COMP 210 (4.00)'))","(('COMP 200 (4.00)', 'COMP 210 (4.00)'), ('COMP 165 (4.00)',), ('COMP 200 (4.00)',))",https://assist.org/transfer/results?year=76&institution=28&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F28%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Contra Costa College,University of California Los Angeles,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL C1001 (3.00)',), ('ENGL 002B (4.00)',), ('PHILO 130 (3.00)',), ('SPCH 121I (3.00)',), ('COMP 165 (4.00)',), ('COMP 200 (4.00)',), ('COMP 200 (4.00)', 'COMP 210 (4.00)'))",,https://assist.org/transfer/results?year=76&institution=28&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F28%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Contra Costa College,University of California Merced,fail,EE 060,missing_row,missing raw CSV row,False,"(('Not Articulated',),)",,https://assist.org/transfer/results?year=76&institution=28&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F28%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
Copper Mountain College,University of California Berkeley,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL C1000 (3.00)',), ('ENG 001B (3.00)', 'ENGL C1001 (3.00)'))",https://assist.org/transfer/results?year=76&institution=112&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F112%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Copper Mountain College,University of California Berkeley,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL C1000 (3.00)',), ('ENG 001B (3.00)',), ('ENGL C1001 (3.00)',))",,https://assist.org/transfer/results?year=76&institution=112&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F112%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Copper Mountain College,University of California Los Angeles,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENG 001B (3.00)',), ('SOC 004 (3.00)',), ('CS 089 (3.00)', 'CS 089A (3.00)'))",https://assist.org/transfer/results?year=76&institution=112&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F112%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Copper Mountain College,University of California Los Angeles,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENG 001B (3.00)',), ('SOC 004 (3.00)',), ('CS 089 (3.00)', 'CS 089A (3.00)'))",,https://assist.org/transfer/results?year=76&institution=112&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F112%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Copper Mountain College,University of California Merced,fail,EE 060,missing_row,missing raw CSV row,False,"(('Not Articulated',),)",,https://assist.org/transfer/results?year=76&institution=112&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F112%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
Cosumnes River College,University of California Berkeley,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL C1000 (3.00)', 'ENGL C1000H (3.00)'), ('ENGWR 301 (3.00)', 'ENGL C1001 (3.00)'))",https://assist.org/transfer/results?year=76&institution=142&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F142%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Cosumnes River College,University of California Berkeley,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL C1000 (3.00)',), ('ENGL C1000H (3.00)',), ('ENGWR 301 (3.00)',), ('ENGL C1001 (3.00)',))",,https://assist.org/transfer/results?year=76&institution=142&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F142%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Cosumnes River College,University of California Los Angeles,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGWR 301 (3.00)',), ('ENGL C1001 (3.00)',), ('CISP 360 (4.00)',))",https://assist.org/transfer/results?year=76&institution=142&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F142%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Cosumnes River College,University of California Los Angeles,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGWR 301 (3.00)',), ('ENGL C1001 (3.00)',), ('CISP 360 (4.00)',))",,https://assist.org/transfer/results?year=76&institution=142&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F142%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Cosumnes River College,University of California Merced,fail,EE 060,missing_row,missing raw CSV row,False,"(('Not Articulated',),)",,https://assist.org/transfer/results?year=76&institution=142&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F142%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
Crafton Hills College,University of California Berkeley,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('PHYSIC 251 (4.00)', 'PHYSIC 252 (4.00)'), ('ENGL C1000 (4.00)',), ('ENGL C1000H (4.00)',), ('ENGL C1001 (4.00)',), ('ENGL C1001H (4.00)',))","(('ENGL C1001 (4.00)',), ('ENGL C1001H (4.00)',))",https://assist.org/transfer/results?year=76&institution=70&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F70%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Crafton Hills College,University of California Los Angeles,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('ENGL C1001 (4.00)',), ('ENGL C1001H (4.00)',), ('ENGL 152 (4.00)',), ('ENGL 152H (4.00)',), ('CSCI 110 (4.00)',), ('CSCI 120 (3.00)',))","(('CSCI 110 (4.00)',), ('CSCI 120 (3.00)',))",https://assist.org/transfer/results?year=76&institution=70&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F70%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Cuesta College,University of California Berkeley,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL C1000 (4.00)',), ('ENGL 201B (4.00)', 'ENGL C1001 (4.00)'))",https://assist.org/transfer/results?year=76&institution=16&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F16%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Cuesta College,University of California Berkeley,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL C1000 (4.00)',), ('ENGL 201B (4.00)',), ('ENGL C1001 (4.00)',))",,https://assist.org/transfer/results?year=76&institution=16&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F16%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Cuesta College,University of California Los Angeles,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL 201B (4.00)',), ('ENGL C1001 (4.00)',), ('Not Articulated',))",https://assist.org/transfer/results?year=76&institution=16&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F16%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Cuesta College,University of California Los Angeles,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL 201B (4.00)',), ('ENGL C1001 (4.00)',))",,https://assist.org/transfer/results?year=76&institution=16&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F16%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Cuesta College,University of California Merced,fail,EE 060,missing_row,missing raw CSV row,False,"(('Not Articulated',),)",,https://assist.org/transfer/results?year=76&institution=16&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F16%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
Cuyamaca College,University of California Berkeley,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('PHYC 203 (5.00)',), ('ENGL C1000 (3.00)',), ('ENGL 122 (3.00)',), ('ENGL C1001 (3.00)',), ('PHYC 201 (5.00)',), ('PHYC 202 (5.00)',))","(('PHYC 202 (5.00)',),)",https://assist.org/transfer/results?year=76&institution=99&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F99%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Cypress College,University of California Berkeley,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('ENGL C1000 (4.00)',), ('ENGL C1000H (4.00)',), ('ENGL C1000E (5.00)',), ('ENGL 102 C (3.00)',), ('ENGL 102HC (3.00)',), ('ENGL 104 C (4.00)',), ('ENGL 104HC (4.00)',), ('ENGL C1001 (4.00)',), ('ENGL C1001H (4.00)',))","(('ENGL 102 C (3.00)',), ('ENGL 102HC (3.00)',), ('ENGL 104 C (4.00)',), ('ENGL 104HC (4.00)',), ('ENGL C1001 (4.00)',), ('ENGL C1001H (4.00)',))",https://assist.org/transfer/results?year=76&institution=71&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F71%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Cypress College,University of California Los Angeles,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('ENGL 102HC (3.00)',), ('ENGL 102 C (3.00)',), ('ENGL C1001 (4.00)',), ('ENGL C1001H (4.00)',), ('ENGL 104 C (4.00)',), ('ENGL 104HC (4.00)',), ('PHIL 172 C (3.00)',), ('CSCI 123 C (3.00)',))","(('CSCI 123 C (3.00)',),)",https://assist.org/transfer/results?year=76&institution=71&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F71%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
De Anza College,University of California Berkeley,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('ENGL C1000 (5.00)',), ('ENGL C1000H (5.00)',), ('ESL 5 (5.00)',), ('ENGL C1001 (5.00)',), ('ENGL C1001H (5.00)',), ('EWRT 1B (5.00)',), ('EWRT 1BH (5.00)',))","(('ENGL C1001 (5.00)',), ('ENGL C1001H (5.00)',), ('EWRT 1B (5.00)',), ('EWRT 1BH (5.00)',))",https://assist.org/transfer/results?year=76&institution=113&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F113%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
De Anza College,University of California Los Angeles,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('COMM 9 (5.00)',), ('EWRT 1B (5.00)',), ('EWRT 1BH (5.00)',), ('EWRT 1C (5.00)',), ('ENGL C1001 (5.00)',), ('PHIL 3 (5.00)',), ('CIS 27 (4.50)',), ('CIS 29 (4.50)',), ('CIS 22A (4.50)',), ('CIS 22B (4.50)',), ('CIS 22BH (4.50)',))","(('CIS 27 (4.50)',), ('CIS 29 (4.50)',), ('CIS 22A (4.50)',), ('CIS 22B (4.50)',), ('CIS 22BH (4.50)',))",https://assist.org/transfer/results?year=76&institution=113&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F113%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Diablo Valley College,University of California Berkeley,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('ENGL C1000 (3.00)',), ('ENGL C1000E (5.00)',), ('ENGL 122AL (5.00)',), ('ARTHS 191 (3.00)',), ('COMM 121 (3.00)',), ('DANCE 201 (3.00)',), ('ENGL 123 (3.00)',), ('ENGL 123A (4.00)',), ('ENGL 126A (4.00)',), ('ENGL C1001 (3.00)',), ('HIST 122 (3.00)',), ('KINES 249 (3.00)',), ('PHILO 130 (3.00)',), ('PSYC 145 (3.00)',), ('SOCIO 122 (3.00)',))","(('ARTHS 191 (3.00)',), ('COMM 121 (3.00)',), ('DANCE 201 (3.00)',), ('ENGL 123 (3.00)',), ('ENGL 123A (4.00)',), ('ENGL 126A (4.00)',), ('ENGL C1001 (3.00)',), ('HIST 122 (3.00)',), ('KINES 249 (3.00)',), ('PHILO 130 (3.00)',), ('PSYC 145 (3.00)',), ('SOCIO 122 (3.00)',))",https://assist.org/transfer/results?year=76&institution=114&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F114%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Diablo Valley College,University of California Los Angeles,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('ENGL 123 (3.00)',), ('ENGL 123A (4.00)',), ('ENGL C1001 (3.00)',), ('ENGL 126A (4.00)',), ('COMM 121 (3.00)',), ('HIST 122 (3.00)',), ('PHILO 130 (3.00)',), ('PSYC 145 (3.00)',), ('SOCIO 122 (3.00)',), ('COMSC 110 (4.00)',), ('COMSC 165 (4.00)',), ('COMSC 200 (4.00)',))","(('COMSC 110 (4.00)',), ('COMSC 165 (4.00)',), ('COMSC 200 (4.00)',))",https://assist.org/transfer/results?year=76&institution=114&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F114%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
East Los Angeles College,University of California Berkeley,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('PHYSICS 101 (5.00)', 'PHYSICS 102 (5.00)', 'PHYSICS 103 (5.00)'), ('ENGL C1000 (3.00)',), ('ENGLISH 101Z (4.00)',), ('E.S.L. 110 (4.00)',), ('ENGLISH 102 (3.00)',))","(('PHYSICS 101 (5.00)', 'PHYSICS 102 (5.00)', 'PHYSICS 103 (5.00)'),)",https://assist.org/transfer/results?year=76&institution=118&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F118%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
East Los Angeles College,University of California Los Angeles,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('ENGLISH 102 (3.00)',), ('ENGL C1001 (3.00)',), ('MATH 173 (4.00)',))","(('MATH 173 (4.00)',),)",https://assist.org/transfer/results?year=76&institution=118&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F118%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
El Camino College,University of California Berkeley,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL C1000 (4.00)', 'ENGL C1000H (4.00)'), ('ENGL 1B (3.00)', 'ENGL 1BH (3.00)'))",https://assist.org/transfer/results?year=76&institution=103&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F103%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
El Camino College,University of California Berkeley,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL C1000 (4.00)',), ('ENGL C1000H (4.00)',), ('ENGL 1B (3.00)',), ('ENGL 1BH (3.00)',))",,https://assist.org/transfer/results?year=76&institution=103&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F103%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
El Camino College,University of California Los Angeles,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL 1B (3.00)',), ('ENGL 1BH (3.00)',), ('ENGL C1001 (4.00)',), ('ENGL C1001H (4.00)',), ('PHIL 105 (3.00)',), ('PSYC 103 (3.00)',), ('CSCI 2 (5.00)', 'CSCI 3 (4.00)'), ('CSCI 1 (4.00)',), ('CSCI 30 (4.00)',))",https://assist.org/transfer/results?year=76&institution=103&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F103%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
El Camino College,University of California Los Angeles,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL 1B (3.00)',), ('ENGL 1BH (3.00)',), ('ENGL C1001 (4.00)',), ('ENGL C1001H (4.00)',), ('PHIL 105 (3.00)',), ('PSYC 103 (3.00)',), ('CSCI 1 (4.00)',), ('CSCI 30 (4.00)',), ('CSCI 2 (5.00)', 'CSCI 3 (4.00)'))",,https://assist.org/transfer/results?year=76&institution=103&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F103%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
El Camino College,University of California Merced,fail,EE 060,missing_row,missing raw CSV row,False,"(('Not Articulated',),)",,https://assist.org/transfer/results?year=76&institution=103&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F103%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
El Camino College,University of California Santa Barbara,fail,MCDB 1A; MCDB 1LL,sending_options_mismatch,sending options differ,False,"(('BIOL 110 (5.00)', 'BIOL 120 (5.00)'), ('BIOL 110 (5.00)', 'BIOL 120H (5.00)'), ('BIOL 110H (5.00)', 'BIOL 120 (5.00)'), ('BIOL 110H (5.00)', 'BIOL 120H (5.00)'), ('BIOL 120 (5.00)', 'BIOL 130 (3.00)'), ('BIOL 120H (5.00)', 'BIOL 130 (3.00)'))","(('BIOL 110 (5.00)', 'BIOL 110H (5.00)'), ('BIOL 120 (5.00)', 'BIOL 120H (5.00)'), ('BIOL 130 (3.00)',))",https://assist.org/transfer/results?year=76&institution=103&agreement=128&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F103%2Fto%2F128%2FMajor%2F9b98e159-1754-4eb0-33c4-08ddf001012b
El Camino College,University of California Santa Barbara,fail,MCDB 1B,sending_options_mismatch,sending options differ,False,"(('BIOL 110 (5.00)', 'BIOL 120 (5.00)'), ('BIOL 110 (5.00)', 'BIOL 120H (5.00)'), ('BIOL 110H (5.00)', 'BIOL 120 (5.00)'), ('BIOL 110H (5.00)', 'BIOL 120H (5.00)'), ('BIOL 120 (5.00)', 'BIOL 130 (3.00)'), ('BIOL 120H (5.00)', 'BIOL 130 (3.00)'))","(('BIOL 110 (5.00)', 'BIOL 110H (5.00)'), ('BIOL 120 (5.00)', 'BIOL 120H (5.00)'), ('BIOL 130 (3.00)',))",https://assist.org/transfer/results?year=76&institution=103&agreement=128&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F103%2Fto%2F128%2FMajor%2F9b98e159-1754-4eb0-33c4-08ddf001012b
