Semester,Course,Credits,UCs Fulfilled
1,MATH 250,5.0,UCSB; UCSD
1,MATH 225,5.0,UCSD
1,MATH 170,4.0,UCSB; UCSC; UCSD
1,MATH 190,4.0,UCSB; UCSC; UCSD
2,CIS 180,3.5,UCSB
2,CIS 231,3.5,UCSC
2,CIS 183,3.5,UCSD
2,CIS 185,3.0,UCSB; UCSC; UCSD
2,CIS 292,3.0,UCSC; UCSD
