Semester,Course,Credits,UCs Fulfilled
1,MATH A182H,5.0,UCB; UCD; UCLA; UCM; UCR; UCSB; UCSC
1,MATH A230,5.0,UCD; UCSC; UCSD
1,MATH A180,4.0,UCB; UCD; UCI; UCLA; UCM; UCSB; UCSC; UCSD
1,MATH A285,4.0,UCB; UCLA; UCM; UCSB
2,MATH A280,4.0,UCB; UCD; UCLA; UCM; UCSD
2,CS A200,4.0,UCD; UCM; UCSB; UCSC; UCSD
2,CS A131,4.0,UCD; UCR
2,CS A250,4.0,UCD; UCI; UCR
3,CS A216,4.0,UCD; UCSC
3,MATH A185,4.0,UCI; UCSD
3,CS A150,4.0,UCI; UCLA; UCSB
3,CS A170,4.0,UCSD
4,CS A262,3.0,UCSB
4,MATH A235,3.0,UCSD
