Semester,Course,Credits,UCs Fulfilled
1,MATH 400,5.0,UCSB; UCSC; UCSD
1,MATH 401,5.0,UCSB; UCSC; UCSD
1,MATH 402,5.0,UCSD
2,CISP 430,4.0,UCSB; UCSC; UCSD
2,MATH 420,4.0,UCSB
2,CISP 401,4.0,UCSD
2,CISP 440,3.0,UCSB; UCSC; UCSD
2,CISP 300,3.0,UCSB
3,MATH 410,3.0,UCSB; UCSD
