Semester,Course,Credits,UCs Fulfilled
1,MATH- 213,5.0,UCB; UCD; UCLA; UCM; UCSD
1,MATH- 211,4.0,UCB; UCD; UCI; UCLA; UCM; UCR; UCSB; UCSC; UCSD
1,MATH- 212,4.0,UCB; UCD; UCI; UCLA; UCM; UCR; UCSB; UCSC; UCSD
1,MATH- 215,4.0,UCB; UCLA; UCSB
2,MATH- 218,3.0,UCB; UCLA; UCM; UCSB; UCSD
2,CSIS- 211,3.0,UCD; UCM; UCSB; UCSC; UCSD
2,CSIS- 213,3.0,UCD; UCSB; UCSC; UCSD
2,CSIS- 113A,3.0,UCD; UCI; UCLA; UCR; UCSB
2,CSIS- 123A,3.0,UCD; UCI; UCR
2,CSIS- 118B,3.0,UCD; UCSC
3,CSIS- 123B,3.0,UCSD
