Semester,Course,Credits,UCs Fulfilled
1,MATH 190,5.0,UCSB; UCSC; UCSD
1,MATH 191,5.0,UCSB; UCSC; UCSD
1,CSCI 2,5.0,UCSB; UCSC; UCSD
2,MATH 270,5.0,UCSB; UCSD
2,MATH 210,5.0,UCSB; UCSC; UCSD
2,MATH 220,5.0,UCSD
3,CSCI 1,4.0,UCSB
3,CSCI 16,4.0,UCSC
3,CSCI 3,4.0,UCSD
