Semester,Course,Credits,UCs Fulfilled
1,MATH 5A,5.0,UCSB; UCSC; UCSD
1,MATH 17,5.0,UCSB
1,MATH 5B,4.0,UCSB; UCSC; UCSD
1,CSCI 41,4.0,UCSB; UCSC; UCSD
,,,
2,MATH 7,4.0,UCSB
2,CSCI 26,4.0,UCSB; UCSC; UCSD
2,CSCI 40,4.0,UCSB
2,MATH 6,4.0,UCSD
,,,
3,CIT 63,4.0,UCSD
3,MATH 26,3.0,UCSD
,,,
UNARTICULATED,CSE 12,,UCSC
